id,bike,age,sex,condition
20100269I-2010-14888, ,67,M,02
2010027010-1578, ,69,M,02
20100301C120201000052A, ,39,M,02
20100301C120201000220A, ,18,M,02
201003052010-4229, ,39,M,02
201003052010-4229, ,52,M,02
20100310MVA2010-04719,Y,22,F,02
201003132010-5928,Y,10,M,02
2010031706-1175-10,Y,13,M,02
2010031711-1333-10, ,55,M,02
201003192010-5887,Y,57,M,02
201003202010-12020, ,58,F,02
201003222010-11555, ,41,M,02
201003242010-21779, ,,F,  
201003242010-21779, ,27,F,02
201003242010-2575, ,53,M,02
20100324D020-2010-00877A, ,20,M,02
2010032616-10, ,28,F,02
201003292010-10015, ,8,F,02
201003292010-16418, ,28,M,02
20100333C080-2010-00406A,Y,47,M,02
201003372010-7474, ,21,M,02
201003382010-14538, ,15,M,02
201004012010001208, ,34,F,02
2010040810-04-24-1146, ,28,M,02
2010040810-10-02-0548, ,17,F,02
201004081002140983, ,15,M,02
201004081006020777, ,12,M,02
201004081008210391,Y,17,M,02
201004081010030260, ,58,M,02
20100408101009-0941, ,, ,02
2010040910-054807, ,45,F,02
201004122010-07179, ,44,M,02
201004122010-07181,Y,48,F,02
20100414100092297, ,78,M,02
20100415100016887, ,27,M,02
20100415100019231, ,,F,  
20100415100019231, ,17,F,02
20100415100020423, ,16,F,02
20100415100025292,Y,15,M,02
20100415100049022, ,33,M,02
2010041610-124-A, ,7,F,02
2010041610-415-A,Y,,M,  
2010041610-415-A,Y,26,M,02
2010042210-003272, ,27,F,02
2010042210-003294, ,17,M,02
2010042210-009011, ,45,M,02
201004302010-556, ,48,M,02
2010043121-10A, ,33,M,02
2010043169-10A, ,9,M,02
201004362010-000547, ,49,M,02
201004362010-019441,Y,54,M,02
201004372010-0366, ,22,M,02
201005052010-000126, ,73,F,02
201005052010-010463, ,56,M,02
20100506I-2010-07339, ,75,F,02
20100506I-2010-18960, ,48,M,02
20100506I-2010-22029, ,43,M,02
20100506I-2010-35988, ,22,M,02
20100506I-2010-38486, ,62,M,02
20100510I-2010-08965,Y,50,M,02
201005142010-016704, ,61,M,02
201005142010-27704,Y,19,M,02
201005152010-017920,Y,19,F,03
201005152010-017920,Y,20,M,02
20100601BR-04318-10, ,50,F,02
20100601BR-09622-10, ,41,M,02
20100601BR-16723-10, ,17,M,02
201006142010-00036063, ,,M,  
201006142010-00036063, ,74,M,02
201007012010-21438, ,60,F,02
201007012010-5626,Y,53,M,02
201007012010-6308, ,13,M,02
2010070210-11513, ,64,M,02
2010070210-12398, ,57,M,02
2010070210-6128, ,31,F,02
2010070210-665, ,53,M,02
2010070210-8759, ,91,F,02
2010070510-14874, ,65,F,02
2010070510-20588, ,80,F,02
2010070510-20599, ,15,F,02
2010070510-5467,Y,8,M,02
2010070518465, ,34,F,  
2010070518465, ,37,F,02
2010070910-107710,Y,,M,02
201007092010-25100, ,58,F,02
201007092010-31110, ,,M,02
201007092010-65961, ,8,M,02
201007092010-68757, ,43,M,02
20100712100008223,Y,55,M,02
20100712100010524, ,,M,  
20100712100010524, ,41,M,02
20100713B1131, ,63,M,02
20100713R347, ,51,F,02
20100713RED670,Y,14,M,02
2010071410-05976, ,51,M,02
2010071410-3422, ,41,F,02
2010071410-6070, ,31,M,02
2010071410-68803, ,47,M,02
2010071410-83275, ,53,M,02
2010071418594, ,79,M,02
201007142010-64625, ,10,M,02
2010071445647-10, ,16,M,02
20100714C10043228, ,66,M,02
2010071610-36002, ,18,F,02
2010071610-36002, ,24,M,03
2010071610-36002, ,34,F,03
2010071710-38030, ,35,M,02
201007212010-000969, ,67, ,02
2010072210013553, ,, ,02
2010072210023874, ,35,M,02
2010080210-00000549, ,19,M,02
20100802A310-2010-00377A, ,31,F,02
201008052010-23809,Y,,M,  
201008052010-23809,Y,43,M,02
201008052010-25413, ,25,M,02
20100806201000032846, ,16,M,02
20100807201006030, ,49,M,02
201008102010-236, ,14,M,02
20100811#10-303, ,,M,  
20100811#10-303, ,40,M,02
2010081110-1917, ,40,M,02
2010081110-30997, ,21,M,02
2010081110-9271, ,48,M,02
20100811201008313, ,18,F,02
20100811201008313, ,19,F,03
20100816A10-71,Y,45,M,02
2010081810-32401, ,25,F,02
2010081810-43578,Y,18,M,02
2010090110-2315, ,48,F,02
2010090110-2315, ,,F,  
201009012010-67771, ,87,F,02
201009012010-86012, ,55,M,02
20100904100001611, ,55, ,02
20100905005796-10, ,43,M,02
2010090525985-10,Y,18,M,02
2010090610-32678, ,56,M,02
2010090611198-10, ,61,M,02
2010090613289-10, ,57,M,02
2010090617277-10, ,,M,02
2010090617604-10, ,53,M,02
2010090619001-10, ,110,F,02
2010090620296-10, ,25,M,02
2010090621425, ,,M,  
2010090625381-10, ,,M,02
2010090627747,Y,43,M,02
201009062985-10, ,68,M,02
2010090632017-10, ,20,M,02
20100906483-10, ,70,M,02
20100906557-10, ,80,F,02
2010090710009291, ,27,F,02
2010090810-021533, ,23,M,02
2010090810033689, ,64,M,02
2010090810050251,Y,50,M,02
2010091010-15233, ,,M,02
2010091010023320, ,26,M,02
2010091010060359, ,27,M,02
2010091010089300, ,19,F,02
2010091210-23831, ,49,M,02
201010062010023614,Y,55,M,02
20101019041-10,Y,14,M,02
2010110110-1724, ,71,F,02
2010110110-8536, ,50,F,02
20101102I-2010-003881,Y,42,M,02
2010110310-13882, ,106,M,02
2010110310-23112, ,, ,  
2010110310-24643,Y,24,M,02
2010110310-40841,Y,30,M,02
2010110310-53881, ,53,M,02
20101106HT2010-018458,Y,34,M,02
2010110710-40383-AC, ,20,M,02
2010110710-40383-AC, ,20,F,02
2010110710-47158-AC, ,59,M,02
20101107C060-2010-01168A, ,32,M,02
2010110910-5099, ,19,M,02
2010111010-1186, ,43,F,02
2010111010-14885, ,,M,  
2010111010-14885, ,63,M,02
2010111010-17687, ,50,M,02
2010111110005041, ,1,F,02
2010111110015859, ,,F,  
2010111110015859, ,22,F,02
20101111C410-2010-00069A, ,58,M,02
20101112I-2010-007831, ,,M,  
20101112I-2010-007831, ,33,M,02
2010120410-29192, ,13,F,02
2010120510065258, ,15,M,02
2010120510070899, ,58,F,02
20101210101321, ,,M,  
20101210101321, ,37,M,02
2010121210-10117, ,70,F,02
2010121510001810, ,61,F,02
2010121510007367, ,56,M,02
2010121510030547, ,17,F,02
2010121710020430,Y,16,M,02
2010121910-7343, ,52,M,02
2010122210015677,Y,35,M,02
2010122210016944, ,,M,  
2010122210016944, ,47,M,02
2010122410000841, ,40,F,02
2010122410000841,Y,,F,  
2010122410000850, ,55,F,02
201012250662-10, ,45,M,02
201012251556-10, ,30,M,02
2010130310-28931, ,58,M,02
2010130310-30696, ,44,M,02
20101303100018806,Y,10,M,  
20101303100031160, ,9,M,02
20101303100031901, ,,M,  
20101303100031901, ,24,M,02
2010130710-024,Y,51,M,02
2010130910-5381,Y,18,M,02
20101311I-2010-000956, ,54,M,02
2010131510-269,Y,37,M,02
201013162010-0000033, ,13,F,02
201013162010-0002438,Y,59,M,02
2010131810-8249-AC, ,36,F,02
2010131910-2757-AC, ,,M,  
2010131910-40108-AC, ,,M,  
2010131910-40108-AC, ,15,M,02
2010131910-40108-AC, ,14,F,02
2010132210-2398, ,33,M,02
2010132810-005674, ,12,M,02
2010132910-5002,Y,40,M,02
201013311004240050, ,24,M,02
20101331?003180135,Y,8,M,02
20101333MV-049-10, ,74,F,02
20101333MV-049-10, ,5,F,02
20101333MV-049-10, ,3,M,03
201013342010-16466, ,14,M,02
2010133510NC-11169-AC, ,16,M,02
2010133910-1013-AC, ,28,F,02
2010134010-00948, ,45,M,02
2010134010-02190, ,44,F,02
2010134010-09739, ,35,M,02
2010134010-14186, ,40,F,02
20101352E050201000804A, ,37,M,02
2010141610-02495, ,54,F,02
2010141910-99, ,46,F,02
201014212010-016061, ,,M,  
201014212010-016061, ,22,M,02
201014212010-8475,Y,,M,  
201014212010-8475,Y,42,M,02
2010142910-25739, ,33,F,02
2010142910-26659,Y,23,M,02
201014352010-020923, ,26,M,02
201015062010-00041283, ,23,F,02
201015062010-00041283, ,27,F,04
2010150710-10453, ,54,F,02
2010150710-21959, ,25,F,02
2010150710-3575, ,49,M,02
2010150710-37565,Y,,M,  
2010150710-37565,Y,40,M,02
2010150710-44573, ,54,F,02
2010150710-64995, ,48,F,02
2010150710-73127, ,37,M,02
201015111-2010-049347, ,16,M,02
20101511I-2010-019951,Y,9,M,02
2010151410-38712,Y,51,F,02
2010151410-44956, ,9,F,02
2010151410-67710, ,28,F,02
2010151410-73157, ,68,F,02
2010151410-73157,Y,,F,  
2010151410-77754,Y,33,M,02
2010151410-87753, ,,F,  
2010151410-87753, ,30,F,02
2010151410-90685, ,28,M,02
2010152410-269-AC,Y,14,F,02
2010160110-1967, ,16,M,02
2010160110-3145, ,42,M,02
2010160210-12257, ,69,M,02
2010160210-15744, ,77,F,02
2010160210-293, ,34,M,02
2010160210-3954, ,60,F,02
2010160210-4978, ,23,M,02
201016022010-14051, ,22,F,02
201016022010-14418, ,11,M,02
201016022010-375, ,15,M,02
20101605CPO-10-054, ,20,M,02
2010160710-15087, ,78,M,02
201016072010-34536, ,22,M,02
201016072010-50682, ,,F,02
2010160810-058090, ,102,F,02
2010160810-074525, ,6,M,02
2010160810-097460, ,8,F,02
2010160810-117296, ,35,M,02
2010160810-128450, ,,F,02
2010160810-130178, ,42,M,02
2010160810-39753, ,21,M,02
2010160810117256, ,21,M,02
20101608B060201000448A, ,,M,  
20101608PCSD10-08528, ,57,M,02
2010160910-01975, ,80,F,02
201016106394, ,,M,  
201016106394, ,9,M,02
2010161210-00799, ,20,M,02
2010161210-01134, ,46,M,02
2010161410-14612, ,15,M,02
2010161410-15510, ,,M,  
2010161410-15510, ,13,M,02
2010161510-10998-AC, ,46,M,02
20101705A140-2010-00199A,Y,22,M,02
201017082010-014929,Y,14,M,02
201018062010-00003341, ,51,M,02
201018062010-00004540, ,20,M,02
2010180810013918, ,28,F,02
2010180810013918, ,1,M,03
2010180810028061, ,50,M,02
2010180910-211-AC, ,56,M,02
201018112010-00779, ,49,M,02
201018112010-07465, ,,M,  
201018112010-08038, ,53,M,02
20101814I-N2010-004892, ,67,F,02
2010181610009849, ,54,F,02
20101820I-2010-015150, ,36,F,02
201019152010-022613, ,56,M,02
2010200310-53561, ,,F,  
2010200310-53561, ,40,F,02
2010200410-13134,Y,18,M,02
2010200410-16185,Y,44,M,02
2010200410-16187, ,61,F,02
2010200410-16187, ,61,M,03
2010200410-5886, ,39,F,02
2010200410-6339, ,50,F,02
201020052010-000428, ,,M,  
20102006201010677, ,27,M,02
2010200810-02203, ,32,F,02
2010200810-10651, ,30,F,02
2010200910000067, ,46,M,02
2010200910026335,Y,45,M,02
2010200910033519,Y,49,M,02
2010200910038125,Y,66,M,02
2010200910049238, ,,F,  
2010200910049238, ,53,F,02
2010201210-10204,Y,26,M,02
2010201210-23886, ,,F,  
2010201210-23886, ,89,F,02
2010201210-24897, ,84,F,02
2010201210-28790,Y,,M,  
2010201210-28790,Y,24,M,02
2010201410-1787, ,53,M,02
2010201410-36402, ,17,F,02
201020152010-016062, ,28, ,  
20102018100011817, ,60,F,02
20102018100018367,Y,41,M,02
20102018100022836, ,56,M,02
2010201910-113066, ,,M,  
2010201910-113066, ,43,M,02
2010201910-64745, ,,M,  
2010201910-64745, ,,M,02
2010201910-64745, ,40,M,04
2010202010-19241, ,31,M,02
2010202010-19241, ,37,F,03
20102020100025972, ,16,F,02
20102020100026272, ,63,F,02
20102105B150-2010-00367A, ,33,M,02
20102119PD-10-005819, ,54,M,02
201021202010-4431, ,,M,  
201021202010-4431, ,15,M,02
