id,bike,age,sex,condition
200702650?-9224, ,30,F,02
2007026807-137,Y,14,M,02
20070269I-2007-01474, ,85,M,02
2007027007-7748, ,34,M,02
2007027007-8356, ,61,M,02
2007030507-26704, ,49,F,02
200703062007-11133, ,37,M,  
200703062007-11133, ,37,M,02
200703062007-18602, ,58,M,02
200703062007-18602, ,58,M,  
2007030837979-07, ,41,F,02
2007031307-16628, ,36,M,02
20070318MVA-07-5129, ,17,M,02
20070318MVA-07-5129, ,19,M,02
2007031907-0471, ,70,F,02
2007032007-7719, ,38,M,02
200703222007-506, ,30,M,02
200703232007-11765, ,71,M,02
20070328071258, ,16,M,02
20070332C080200700636A, ,,M,02
20070336C120200700100A,Y,59,M,02
200703382007-8854, ,34,M,02
2007033870017621, ,33,F,02
20070338OIT-07140459, ,11,M,02
20070405T2007-376, ,50,M,02
20070407200700746, ,,M,  
20070407200700746, ,28,M,02
2007040807-05-16-295, ,29,M,02
2007040807-05-19-224, ,7,M,  
2007040807-05-19-224, ,7,M,02
2007040807-07-05-282, ,10,F,02
2007040807-09-12-060, ,14,M,02
2007040807-09-21-308, ,10,M,02
2007040807-1066, ,21,M,02
20070408070325191, ,11,M,02
20070408070521250, ,11,M,02
20070408070527-097, ,46,F,02
20070408070617259, ,67,M,02
20070408070625-285,Y,54,M,02
20070408070815-204, ,32,F,02
20070408070901180, ,7,F,02
20070408071102058,Y,,M,02
20070408071208230, ,,M,02
20070408071215-248, ,35,F,02
2007040907-38847,Y,40,M,02
2007040907-48559, ,49,M,02
2007040907-69102,Y,23,F,02
2007040907-74559, ,26,M,02
2007040907-99561, ,60,M,02
200704092007-025996, ,28,M,02
200704112007003515, ,10,M,02
2007041507-42522, ,75,F,02
200704152007-16363, ,21,M,02
200704152007-47148, ,55,M,02
2007041607-081, ,57,M,02
2007041607-433-A, ,69,M,02
2007042207-007170,Y,40,M,02
200704252007000386, ,73,F,  
200704252007000386, ,73,F,02
200704252007001301, ,22,M,02
200704252007001427,Y,21,M,02
20070427#07-45415, ,27,M,  
20070427#07-45415, ,27,M,02
2007042707-18754, ,15,M,02
200704358787-07, ,83,M,02
200705052007-009777, ,23,F,02
200705062007-12266, ,42,F,02
20070506I-2007-22866, ,28,F,02
20070506I-2007-39479, ,29,M,02
20070506I-2007-43278, ,,F,  
20070506I-2007-43278, ,53,F,02
2007050807-18267, ,46,M,  
2007050807-18267, ,46,M,02
200705142007-14376, ,26,M,02
200705142007-39955, ,36,F,02
200705152007-004796,Y,20,M,02
2007060107-28299, ,,M,  
20070601BR-21361-07, ,23,M,02
20070601BR07-15276, ,20,M,02
20070608A100200700548A, ,14,M,02
20070613A040200700471A, ,60,M,02
20070614?677-07,Y,15,M,  
20070614?677-07, ,15,M,04
20070614?677-07, ,15,M,02
200707012007-2086, ,64,M,02
2007070207-4795, ,27,M,02
2007070407-0340, ,64,F,  
2007070407-0340, ,64,F,02
2007070407-2169, ,87,M,02
200707040701513, ,61,M,02
2007070507-18683, ,37,M,02
2007070907-12602, ,12,M,02
2007070907-55096, ,75,M,02
200707092007-18012, ,40,F,02
200707092007-53630, ,27,M,02
2007071207-10453, ,20,M,02
2007071207-10453,Y,20,M,  
2007071207-5495, ,79,F,  
2007071207-5495, ,79,M,02
2007071207-5495, ,79,F,02
20070713328-RED, ,13,M,02
20070713RED#068, ,12,M,02
20070713RED269, ,18,F,02
2007071407-77234, ,16,F,  
2007071407-90549, ,18,F,02
2007071424633, ,,F,02
2007071607-007453, ,75,F,  
2007071607-007453, ,75,F,02
2007071607-019274,Y,13,M,02
2007071707-29335, ,34,F,02
2007071707-5097, ,20,F,02
2007071907-11199, ,73,F,02
2007071907-4359, ,21,M,02
2007071907-4359, ,21,M,04
2007071907-4544, ,20,M,02
2007071907-4544, ,55,M,04
2007071907-4544, ,50,M,03
200707192007-1271, ,31,M,02
200707212007-012390, ,65,F,02
2007072207-33975, ,29,F,02
2007072207-38869, ,,M,  
2007072207-38869, ,57,M,02
2007080207-00034477, ,41,M,02
200708062007-00000713, ,47,F,02
20070809A140200700034A, ,54,M,02
200708102007-062, ,8,M,02
2007081107-10514, ,47,F,02
2007081107-16522, ,11,F,02
2007081107-2162, ,20,F,  
2007081107-2162, ,20,F,02
2007081107-7791, ,16,F,  
2007081107-7791, ,16,F,02
20070816A07-74, ,17,F,02
2007081807-37567, ,69,M,02
20070820200700011473,Y,42,M,02
20070820200700015020, ,53,M,02
2007090107-76383, ,59,F,02
200709012007-18032, ,64,F,  
2007090307-1687, ,43,F,02
2007090407-6797, ,40,M,02
2007090507-16726, ,63,M,02
2007090607-031227, ,,M,02
2007090607-0839,Y,13,F,02
2007090607-15335,Y,39,M,02
2007090612713-07,Y,19,M,02
2007090619295-07, ,45,M,02
2007090627567-07, ,44,M,02
2007090628704-07, ,28,M,02
2007090631388-07, ,,F,02
2007090638173/07, ,52,F,02
2007090638254-07, ,36,M,02
2007090640980-07, ,,M,02
20070906799-07,Y,49,F,  
2007090707-14721, ,53,F,02
2007090707-14893,Y,16,M,02
2007090807-058869, ,36,F,02
2007091007-004362, ,27,M,02
2007091007-72046, ,57,M,02
20070910200726539, ,90,F,02
2007091207/29297, ,13,F,02
200710052007-383,Y,42,M,02
20071016C040-2007-00455A, ,62,F,02
20071102I-2007-023569, ,17,F,02
20071102I-2007-029179, ,51,M,02
2007110307-062, ,77,M,02
2007110307-47241, ,13,M,02
2007110307-54999, ,55,M,02
2007110307-55567, ,48,M,02
20071106HT2007-023743, ,53,F,02
2007110707-000309, ,50,M,02
2007111007-8665, ,60,F,02
2007111112107083432,Y,54,M,02
2007111132807222640, ,10,M,02
2007111133907229988, ,15,M,02
2007111135107238410, ,,M,  
2007111135107238410, ,6,M,02
200712010702220933, ,30,M,  
200712010702220933, ,30,M,02
2007120307-13107,Y,60,M,02
2007120307-16007, ,19,M,02
2007120507037864, ,64,F,02
200712093466-07, ,19,M,02
2007121407-31046, ,59,M,02
200712142007-36875, ,48,M,02
200712142007-4228, ,71,M,02
200712157052509, ,34,M,02
200712157059119,Y,40,M,02
200712167001039, ,83,M,02
200712167008642, ,30,M,02
200712167021821, ,32,M,02
200712167058706, ,,M,02
2007121670606?9,Y,24,M,02
200712167065535, ,51,M,02
200712177026814, ,21,M,02
2007121907-11968,Y,67,M,02
2007121907-3363CASE, ,21,F,  
2007121907-3363CASE, ,21,F,02
2007121907-4545, ,42,M,  
2007121907-4545, ,42,M,02
20071220I-2007-001271, ,58,M,02
20071220I-2007-002755, ,22,M,02
2007122307-323-AC, ,23,M,02
200712252692-07, ,67,M,  
200712252692-07, ,67,M,02
200712254212-07,Y,25,F,02
200712254310A-07, ,46,F,02
20071225B130-2007-02426A, ,50,M,  
20071225SM3802-07, ,27,F,02
2007130307-28038, ,19,M,02
2007130307-29551,Y,43,M,02
2007130607-16515,Y,57,F,02
20071307MVA#07-142,Y,20,M,02
2007131807-6959-AC, ,45,M,02
2007131807-8773-AC,Y,41,M,02
200713262007-5063-C, ,40,M,02
200713310702030054, ,59,F,02
200713310707020073, ,60,F,  
200713310707020073, ,60,F,02
200713342007-25888, ,24,M,02
200713372007-18721, ,49,F,02
200713372007-8846, ,18,F,02
2007133907-900-AC, ,15,F,02
2007134007-00065, ,61,M,02
2007134007-01320, ,75,M,02
20071343MV2007-026, ,54,F,02
200713532007-3780,Y,13,M,02
20071401200703435, ,25,F,02
20071401200707815, ,57,F,02
2007140407-1920,Y,38,M,02
2007140907-019719, ,16,M,02
200714122007-004418, ,40,M,02
200714232007-012591, ,16,M,02
200714272007-042609,Y,13,M,02
20071430LH-2007-009438,Y,52,M,02
200714362007-000035, ,98,M,02
200714362007-046216, ,26,M,02
2007150612586-07, ,15,F,02
200715061363-07, ,17,M,02
2007150707-10624, ,48,F,02
2007150707-15821, ,38,M,  
2007150707-16647, ,50,F,02
2007150707-17288, ,37,M,02
2007150707-19738, ,,M,  
2007150707-19738, ,50,M,02
2007150707-6769, ,49,M,02
2007150707-7583, ,55,M,02
2007150707-9110, ,26,M,  
2007150707-9110, ,26,M,02
20071511I-2007-005892, ,19,M,02
20071513#07-14337, ,90,F,02
2007151407-35959, ,26,F,02
2007151407-8859, ,49,M,  
2007151407-8859, ,49,M,02
2007151607-22412, ,,F,02
200715182007-036, ,14,M,02
200715182007-555, ,22,F,02
200715182007-916, ,16,F,02
200715192007-1546, ,58,M,02
2007152407-007993,Y,12,M,  
2007152407-007993, ,12,M,02
2007152507-374, ,63,M,  
2007152507-374, ,63,M,02
200715292007-04-032, ,21,M,02
200715292007-08-089, ,26,M,02
200715302007-009658, ,57,M,02
2007160207-10596, ,18,M,03
2007160207-10596, ,19,M,03
2007160207-10596, ,18,M,02
2007160207-11226, ,49,M,02
2007160207-12495, ,12,F,02
2007160207-1894, ,27,M,02
2007160207-8243, ,5,M,02
2007160207-9313,Y,19,M,02
2007160220077076, ,2,F,02
200716042007-010505, ,77,F,  
200716042007-010505, ,77,F,02
2007160707-22826, ,,M,  
2007160707-22826, ,2,M,02
2007160707-44613, ,6,M,02
200716072007-51530, ,39,M,02
200716080309-0070, ,42,F,02
200716080406-0222, ,37,M,02
200716080520-0073,Y,41,M,02
200716080611-086, ,46,M,02
200716080616-0311, ,13,F,02
200716081018-0397,Y,17,M,02
200716081208-284, ,,M,  
200716081225-0181, ,67,F,02
2007160907-13721, ,45,M,02
200716112007-59, ,86,M,02
2007161220434104, ,67,M,02
200716132007-009611, ,93,M,02
20071713I-2007-06635,Y,41,M,02
20071802BT-2007-006419, ,15,F,  
20071805B-07-582, ,50,M,02
2007180607-4256, ,66,F,  
2007180607-4256, ,66,F,02
2007180607-4685, ,46,M,02
2007180807-68995, ,30,M,02
2007180807-9901,Y,21,M,02
200718087068930, ,48,F,02
200718087068930, ,51,M,02
200718087069856, ,54,M,02
200718091166/07-8084, ,54,M,02
2007181007-1841, ,19,M,02
2007181007-1841, ,24,M,04
2007181007-2463,Y,58,M,02
200718102007-308, ,52,M,02
2007181607-15918, ,,M,  
2007181607-15918, ,30,M,02
20071904I-B2007-005625, ,23,M,02
20071904I-B2007-005625, ,23,M,  
200719222007-5719, ,58,M,02
200720012007-007015,Y,14,M,02
2007200307-45246,Y,43,M,02
2007200307-57383, ,70,F,02
2007200407-23825, ,19,F,02
2007200407-24429, ,7,M,02
2007200407-26538,Y,35,M,02
2007200407-9520, ,69,F,02
20072004D030-2007-02676A, ,44,M,02
200720052007-009744, ,3,M,02
200720092007-25479, ,60,F,02
2007201107-1778, ,3,F,02
2007201207-3166, ,76,M,02
200720132007-021283, ,75,M,02
20072014?26501, ,23,M,02
2007201507-14991, ,55,M,02
200720152007-17076,Y,26,M,02
200720162007-987, ,19,M,02
200720172007-9066, ,42,F,02
20072018S07-540, ,18,F,02
20072018S07-57, ,13,F,02
200720192007-108223, ,19,F,  
200720192007-108223, ,19,F,02
200720192007-124201, ,17,M,02
200720192007-52901, ,61,M,02
200720192007-54022, ,58,M,02
2007212107-042, ,51,M,  
2007212107-042, ,51,M,02
