id,bike,age,sex,condition
20160709CC16-1595, ,,M,  
20160709CC16-1595, ,37,M,02
20160710I2016-021667,Y,57,F,02
20160712I-2016-001182, ,65,F,02
20160712I-2016-018254, ,,F,  
20160712I-2016-018254, ,53,F,02
2016071316RED555, ,57,F,02
20160714C16-8465, ,35,F,02
20160714P16071851, ,41,M,02
20160714P16073743, ,40,F,02
20160714P16108361, ,18,F,02
20160714P161083611619975, ,18,F,02
20160714P1610836119975, ,18,F,02
20160714P1614299226725, ,63,F,02
20160714P1615721916-29248, ,52,F,02
20160714P1615785916-29326, ,,M,  
20160714P1615785916-29326, ,22,M,02
20160714P16234383, ,55,F,02
20160714P1626255316-47238, ,51,F,02
20160714P16320661, ,29,M,02
20160714P16342648, ,20,M,02
20160714P16359549, ,47,M,02
20160717I-2016-002126, ,11,M,02
20160717I-2016-016421, ,5,F,02
201608022016042391, ,32,M,02
201608052016-7893, ,20,M,02
201608062016019885, ,25,M,02
201608112016005438, ,18,M,02
201608112016022268, ,23,F,02
201608112016022548, ,15,F,02
201608112016032876, ,67,F,02
201609012016--42210,Y,111,M,02
201609012016-70102, ,36,M,02
201609012016-70102, ,5,M,02
20160903SO-16-028549, ,31,F,02
2016090416-000595, ,62,M,02
2016090416-014934, ,33,M,02
2016090516-31349, ,55,M,02
2016090516-41519,Y,43,M,02
2016090516-96227, ,55,F,02
201609061198-16, ,21,M,02
2016090613077-16, ,60,M,02
2016090613077-16,Y,,M,  
2016090616-21242, ,28,M,02
2016090616-21874, ,57,F,02
2016090616-24315, ,,M,02
2016090616-7482,Y,35,M,02
2016090624688-16, ,32,F,02
2016090624688-16, ,,M,  
20160906669-16, ,65, ,02
201609067272-16, ,49,F,02
2016090816103830, ,57,M,02
2016090916-000543, ,71,M,02
2016091016109082, ,20,M,02
2016091116-08-21-021558, ,53,F,02
201610052016007177, ,60,M,02
2016102116069608, ,31,M,02
2016111116013880, ,58,M,02
20161201I-2016-023150,Y,9,M,02
2016120416-69589,Y,45,F,02
2016121416-44704, ,42,M,02
2016121416-85936, ,54,F,02
2016121616034010,Y,66,M,02
2016121616034207, ,31,M,02
2016121616036945, ,57,M,02
2016121616042827, ,10,M,02
2016121716029710, ,62,M,02
2016122216-45227, ,,M,  
2016122216-45227, ,60,M,02
2016122516099976, ,55,M,02
2016130316AP03811, ,34,M,02
2016131516FB0471716-158, ,35,M,02
2016131616FT03666, ,82,M,02
2016132216-9818, ,73,M,02
2016132716-11803A-C, ,53,F,02
20161331161013-0143, ,49,F,02
2016133116MT46025, ,55,F,02
2016133316MB03620, ,57,M,02
2016133416NT18723, ,57,M,02
2016133416NT20516, ,54,F,02
2016134016-22835, ,97, ,02
2016140116-02566, ,59,M,02
201614042016-000307, ,55,F,02
201614052016-012505,Y,,M,  
201614092016-027689, ,9,M,02
2016141016-8244, ,21,M,02
20161427I-2016-016010,Y,54,M,02
20161435I-2016-005549, ,50,F,02
20161435I-2016-005549, ,,F,  
2016150516003046,Y,64,M,02
201615062016-000019784, ,,M,  
201615062016-000019784, ,27,M,02
201615062016-00008433, ,16,F,02
2016150716-20902, ,,M,  
2016150716-20902, ,8,M,02
2016150716-38671, ,47,M,02
2016150716-46232, ,,M,  
2016150716-46232, ,37,M,02
2016151216-009035, ,,F,  
2016151216-009035, ,29,F,02
2016151416-059691,Y,17,M,02
2016151416-064847,Y,43,M,02
2016151416-074245, ,18,F,02
20161520I-2016-28665, ,55,F,02
2016152416-201-AC, ,,M,  
2016152416-201-AC, ,19,M,02
2016152516-112, ,21,F,02
2016152516-143, ,27,M,02
20161528SB-2016-004704, ,,M,  
20161528SB-2016-004704, ,63,M,02
201616022016000039, ,32,F,02
201616022016036239, ,37,F,02
201616022016054425, ,10,M,02
201616022016063853, ,57,F,02
2016160416-15909, ,,M,  
2016160416-15909, ,32,M,02
2016160516-00854, ,65,M,02
2016160816-045361, ,26,M,02
2016160816-047196, ,,M,02
2016160816-047868, ,5,M,02
2016160816-057016, ,56,M,02
2016160816-082940,Y,64,M,02
2016160816094993, ,37,F,02
201616082016-047300, ,19,M,02
201616142016059677, ,34,M,02
2016181816008726, ,20,M,02
2016182116-10257,Y,54,M,02
20161902I-2016-008401,Y,53,M,02
20161915NPD-2016-009183, ,21,M,04
20161915NPD-2016-009183, ,53,M,02
20161915NPD-2016-016822, ,60,F,02
20161915NPD-2016-020682, ,51,F,02
20161918ST2016-018242,Y,7,M,02
2016200316-15337, ,24,M,02
2016200316-27694,Y,24,M,02
2016200316-51997, ,59,F,02
2016200416-022137, ,86,F,02
2016200416-082556, ,56,M,02
2016200416-106970, ,64,M,02
2016200816-12067,Y,15,M,02
201620112016-021111, ,47,F,02
20162019UP-03710-16UP-0480?, ,60,M,02
2016202016-29532,Y,41,M,02
201621162016-003772, ,65,F,02
2016212075-16-00042,Y,66,M,02
