id,bike,age,sex,condition
200902542009-008406, ,32,M,02
200902562009-010769, ,65,F,02
2009025709-08582, ,108,M,02
2009026009-004548, ,12,M,02
2009026009031737, ,21,M,02
2009026009051218, ,32,M,02
2009026009051218, ,53,F,02
20090260D030-2009-02466A, ,21,F,  
20090260D030-2009-02466A, ,21,F,02
2009026409-01800, ,45,M,  
2009026409-01800, ,45,M,02
2009026409-06243,Y,15,M,02
2009026509-11749, ,43,M,02
2009027009-12260, ,24,M,02
200903032009-2411, ,82,F,02
200903042009-37491, ,45,F,02
20090304200922388, ,19,F,02
20090304200927533,Y,50,F,02
200903052009-00868, ,26,M,02
200903062009-24341,Y,43,M,02
2009030839848-09,Y,16,M,02
20090310200901376, ,49,M,02
20090310200907305, ,42,M,02
20090312200900105, ,17,M,02
2009031309-21445,Y,18,M,02
2009031309-647, ,68,M,02
200903152009-0953,Y,75,M,02
2009031709-1300-09, ,37,M,02
200903202009-12856, ,25,F,02
200903222009-11739, ,8,F,02
20090340C020-2009-00290A,Y,12,M,02
2009040209DRPA1909,Y,,M,02
2009040809-01-21-927, ,67,M,02
2009040809-04-27-882,Y,,M,  
2009040809-04-27-882,Y,8,M,02
2009040809-06-12-586,Y,15,M,02
2009040809-07-19-194, ,53,M,02
2009040809-12-04-1185, ,32,M,02
20090408090415-484, ,31,M,02
20090408090721-1834, ,16,F,  
20090408090721-1834, ,16,F,02
20090408090721-1834, ,18,F,03
200904080912070783, ,11,M,02
2009040909-1572,Y,43,F,02
2009040909-32032,Y,35,M,02
2009040909-91780, ,26,M,02
2009040909-96809, ,15,F,02
200904092009-085471,Y,30,M,03
200904122009-01693, ,51,F,02
200904122009-99865, ,20,M,02
2009041509-12942, ,16,F,02
2009041509-12942, ,21,M,02
20090415090032605,Y,12,M,02
200904152009-5057,Y,6,F,02
2009041609-252-A, ,18,M,02
2009042209-004768,Y,26,M,02
2009042709-32457,Y,52,M,02
200904272009-14743, ,46,M,02
2009043199-09A,Y,7,M,02
200904362009-028123,Y,52,M,02
20090501I-2009-08851, ,17,F,02
200905022009-013900,Y,61,F,02
200905052009-015009, ,33,F,02
200905052009-015009, ,8,F,02
200905052009-015967, ,5,M,02
20090506E030-2009-01071A, ,65,M,02
20090506E030-2009-01072A, ,65,M,02
2009050709-12903, ,17,F,02
2009050709-30402, ,37,F,02
2009051409-36163,Y,46,M,02
20090601BR-13937-09, ,48,M,02
20090601BR-20508-09, ,11,F,  
20090601BR-20508-09, ,11,F,02
20090601BR-22853-09, ,33,M,02
20090601BR-23400-09, ,44,F,  
20090601BR-23400-09, ,44,F,02
2009061009025627, ,59,F,02
200906142009-00030657, ,45,M,02
2009070109-19336, ,54,M,02
200907012009-17088, ,18,M,02
200907012009-709, ,80,F,02
2009070209-11897, ,17,M,02
2009070409-661, ,84,F,  
2009070409-661, ,84,F,02
2009070909-21173,Y,41,M,02
2009070909-63763, ,60,M,02
2009070909-95475, ,54,M,02
20090709200928893, ,13,F,02
2009071209-5674, ,91,F,02
20090713RED-623, ,30,M,02
20090713RED1006, ,50,F,02
2009071409-00430, ,22,M,02
2009071409-24680, ,46,F,02
2009071409-36586, ,16,F,02
2009071409-78985, ,42,M,02
2009071409-92278, ,44,F,02
2009071414757, ,39,M,02
200907142009-27311, ,6,M,02
2009071424680, ,46,F,02
2009071435811-09, ,37,M,02
2009071436064, ,45,M,02
2009071450173-09, ,8,M,02
2009071489783, ,21,M,02
2009071709-16453, ,14,M,  
2009071709-16453, ,14,M,02
2009071709-17580, ,, ,02
2009071709-3106, ,52,M,  
2009071709-3106, ,52,M,02
2009072209-17114, ,75,F,02
2009072209-30398, ,84,M,02
200907229020923, ,67,F,02
20090722B060200903621A, ,25,M,02
200908012009010421, ,13,M,02
2009080209-00005890, ,17,M,02
200908052009-21548,Y,36,M,02
200908062009-00030260, ,,M,  
200908062009-00030260, ,45,M,02
2009080820090001239, ,73,M,02
200908092009-09739,Y,33,M,02
200908092009-09739, ,,M,  
2009081109-2673, ,19,M,  
2009081109-2673, ,19,M,02
200908152009-6445/100,Y,14,M,02
200908212009-122, ,14,M,  
200908212009-122, ,14,M,02
200909010959673, ,26,F,02
20090904090014857,Y,33,M,02
2009090613864-09, ,23,M,02
2009090614241/09, ,9,F,02
2009090616968-09, ,52,M,02
200909062303-09, ,16,M,02
2009090626306-09, ,60,M,02
2009090626563-09, ,58,F,02
2009090628118-09, ,25,F,02
200909069011-09, ,61,F,02
200909069957-09, ,8,M,02
2009090709-16772, ,69,F,02
2009090709-18320, ,21,M,02
2009090709-27267, ,13,M,02
200909072009-609, ,84,M,02
2009090809-006676, ,17,M,02
2009090809-019258, ,36,M,02
2009090809-019709, ,20,F,02
200909089014682, ,17,M,02
200909089051208, ,58,M,02
2009091009-93003, ,17,M,02
2009091090-16095, ,, ,  
200909109097049, ,33,M,02
2009091209/30432, ,54,M,02
2009110309-46780, ,81,F,  
2009110309-46780, ,81,F,02
2009110309-9608, ,74,M,  
2009110309-9608, ,74,M,02
20091106HT2009-011539, ,17,M,02
2009110709-14959-AC, ,52,M,02
200911132009-30863, ,66,F,  
200911132009-30863, ,66,F,02
200911132009-32534, ,74,F,02
200912010907143589A,Y,,M,  
200912010907143589A,Y,8,M,02
2009120209-02688,Y,52,M,02
2009120509002563, ,21,M,02
2009120509072688,Y,37,F,02
2009120809-7170, ,49,M,02
200912099004763, ,71,M,02
200912099029681, ,23,M,02
200912099029681, ,40,F,  
2009121091816, ,17,F,  
2009121091816, ,17,F,02
2009121095542, ,24,M,  
2009121095542, ,24,M,02
2009121097218, ,39,M,  
200912139007897,Y,,M,02
200912139014060, ,85,F,02
20091217RU09-28607,Y,,M,  
20091217RUC9-28607,Y,65,M,02
2009121909-20161, ,23,F,02
2009122309-191-AC,Y,15,M,02
2009122309-284-AC, ,35,M,02
20091225048509, ,38,F,  
20091225048509, ,38,F,02
200912251378A-09, ,,M,  
20091225152909, ,18,M,02
200912252184A-09, ,59,F,02
200912252464-09, ,62,M,02
20091225314509, ,44,F,  
200912253341-09, ,68,M,02
20091225C1761-09, ,29,M,02
20091225C2303-09, ,37,F,02
20091225SM708A-09, ,47,F,02
2009130309-22400, ,34,M,02
2009130309-23597,Y,24,M,02
2009131509-12, ,29,F,02
2009131509-385, ,78,M,02
200913162009-0000835, ,20,F,  
200913162009-0000835, ,20,F,02
200913162009-0000835, ,5,F,02
200913162009-0000835, ,3,F,04
200913162009-0035786, ,58,M,02
200913162009-0035828, ,42,M,02
2009131909-12834-AC, ,43,F,02
2009131909-39033-AC, ,48,F,  
2009131909-39033-AC, ,48,F,02
2009131909-5856-AC, ,23,M,02
2009131909-8109-AC, ,47,M,02
2009132809-009873, ,8,F,02
20091330I-2009-012538, ,1,M,02
200913310901090106, ,53,M,02
200913310902130094, ,16,M,02
200913342009-13049, ,62,F,02
2009133909-169-AC, ,39,M,02
2009133909-709-AC, ,45,M,02
2009133909-925-AC, ,19,F,02
2009134209-6569-AC,Y,22,M,02
20091343MV2009-016,Y,24,M,02
200913522009-02404, ,44,M,02
200914092009-23371, ,13,M,02
200914092009-6070, ,28,M,02
200914212009-007791,Y,31,M,02
200914212009-17101,Y,72,M,02
200914232009-001559, ,81,F,02
200914272009-023681,Y,14,M,02
200914322009-011903, ,51,F,02
200914362009-038721, ,73,M,02
200915042009-001095,Y,42,M,02
2009150709-57076, ,65,F,02
2009150709-59576, ,51,M,  
2009150709-59576, ,51,M,02
2009150709-72365, ,88,F,02
2009150709-73663, ,,F,  
2009150709-73663, ,54,F,02
2009150709-7611, ,42,M,  
2009150709-7611, ,42,M,02
200915070931994, ,3,M,02
20091511I-2009-034638, ,74,F,02
2009151409-13945, ,28,F,02
2009151409-17788, ,50,M,02
2009151409-41090, ,16M,M,02
2009151409-48886, ,7,M,02
2009151609-11358,Y,14,M,02
200915182009-084, ,85,M,02
200915182009-445,Y,10,M,02
20091527I-2009-09875,Y,35,M,02
200915302009-008575, ,68,F,02
2009160109-0963, ,29,M,02
2009160209-12706, ,81,F,02
2009160209-3198, ,15,M,02
2009160209-4465, ,22,F,02
2009160209-7618, ,11,M,  
2009160209-7618,Y,11,M,02
2009160209-7624, ,11,M,  
2009160209-7624,Y,11,M,02
2009160209-7870,Y,,M,02
2009160209-8088, ,29,M,02
200916022009-16163, ,39,M,02
2009160509-00633, ,38,M,02
2009160509-02009, ,19,F,  
2009160509-02009, ,19,F,02
2009160509-05040,Y,46,F,02
2009160709-55001, ,12,M,02
20091607200927302, ,20,M,  
20091607200927302,Y,,M,02
2009160809-0108991, ,39,F,02
2009160809-120293, ,68,M,02
2009160809-138226, ,46,F,02
2009160809-142832, ,22,F,03
2009160809-142832, ,23,F,02
2009160809-142832, ,22,F,04
2009160809-142832, ,28,M,02
2009160809-142832, ,21,M,03
2009160809-25525, ,8,F,02
2009160863*41, ,,M,  
2009160863*41, ,12,M,02
20091608OIT-09207265, ,21,M,02
2009160909-01647, ,59,M,02
200916106224, ,20,F,02
20091611I-2009-002599,Y,,M,  
20091611I-2009-002599,Y,36,M,02
200916132009-000291, ,78,M,02
2009161409-26789, ,62,M,02
200916142009-18301, ,30,M,  
200916142009-18301, ,30,M,02
20091709A140200900315A, ,58,M,  
2009180409-007876, ,35,M,03
2009180409-007876, ,21,M,02
2009180409-007876, ,20,M,04
2009180409-010169,Y,50,M,02
2009180409-010169,Y,,M,  
2009180409-010596,Y,44,M,02
2009180409-015321, ,35,M,02
20091805B-09-517, ,35,F,02
200918062009-00002859, ,21,F,02
200918062009-00003290,Y,,M,  
200918062009-00003290,Y,12,M,02
200918062009-00004626, ,77,F,02
200918089014603, ,83,M,02
200918089059835,Y,12,M,02
200918089066637, ,38,M,  
200918089066637, ,38,M,02
2009181009-3133,Y,38,M,02
200918112009-00837, ,76,F,02
200918112009-04651, ,36,F,02
200918112009-07159, ,21,M,02
200918112009-12103, ,,M,  
200918112009-12103, ,,M,  
200918112009-12103, ,41,M,04
200918112009-12103, ,47,M,04
200918112009-12207, ,28,M,02
200918132009-000228, ,41,F,02
2009190909-2073, ,47,M,02
20091922I-2009-010669, ,10,M,02
20091922I-2009-011244,Y,13,M,02
20091922I-2009-021653, ,62,M,02
200920012009-015803, ,76,F,02
2009200309-47789,Y,39,M,02
2009200409-010133, ,11,M,02
2009200409-1398, ,38,F,02
2009200409-17284, ,48,M,02
2009200409-6406, ,65,M,02
2009200709-11045, ,18,M,02
2009200709-7809, ,28,M,02
2009200709-9737, ,19,M,02
2009200909-3939, ,31,F,02
20092009D030-2009-02573A, ,28,M,02
2009201209-38979, ,14,F,02
200920132009-029644,Y,33,M,02
200920152009-6172,Y,44,M,02
200920152009-753, ,44,F,02
2009201720092831, ,51,F,02
2009201909-127877, ,36,M,  
2009201909-127877, ,36,M,02
2009201909-137783, ,79,M,02
2009201909-32766, ,55,M,02
2009201909-5859/105612, ,46,M,02
2009201909-80132,Y,,M,02
2009201909:80132,Y,,M,02
200920192009-134257, ,27,M,02
200920192009-42966, ,19,M,02
2009202009-19240, ,25,F,02
200921202009-4602,Y,28,M,02
