id,bike,age,sex,condition
2012121712012315,Y,74,M,02
201212182012-005295, ,62,M,02
2012121912014577,Y,,M,  
2012121912014577,Y,53,M,02
20121221I-2012-018205, ,15,F,02
2012122212012117, ,,F,  
2012122212012117, ,40,F,02
201212241200763, ,25,M,02
2012130312-2343, ,56,M,02
2012130312AP33765, ,32,M,02
20121311I-2012-006641, ,55,M,02
2012131912-27022-AC,Y,34,M,04
2012131912-43501-AC, ,,F,  
2012131912-43501-AC, ,20,F,02
20121323I-2012-018301, ,66,M,02
2012132612MN24536, ,22,F,02
2012132812-031117,Y,15,M,02
201213311211260035, ,75,M,02
2012133412NT34383, ,54,M,02
201213342012-27503, ,44,F,02
2012133912-807-AC, ,,M,  
2012133912-807-AC, ,69,M,02
20121345I-2012-03156, ,67,F,02
201213522012-00507, ,58,M,02
2012140112-00650, ,27,M,02
201214062012-003979, ,40,F,02
201214062012-004034, ,,F,  
201214062012-004034, ,85,F,02
201214092012-6271, ,56,M,02
2012142912-8857, ,,M,  
2012142912-8857, ,32,M,02
201214292012-0016995, ,33,M,02
20121430LH-2012-006352,Y,53,M,02
201214322012-023539, ,18,M,02
201214362012-005517, ,42,M,02
2012150512-591, ,75,F,02
2012150512-666, ,,F,  
201215062012-00022253,Y,,M,  
201215062012-00022253,Y,81,M,02
201215062012-00041701, ,,M,  
201215062012-00041701, ,16,M,02
201215062012-00051367, ,,M,  
201215062012-00067553, ,41,M,02
2012150712-15817, ,60,M,02
2012150712-41212, ,56,M,02
2012150712-41463,Y,49,M,02
2012150712-52845, ,,M,  
2012150712-58213, ,46,M,02
2012150712-6683, ,,M,  
2012150712-6683, ,58,M,02
2012150712-70499, ,54,M,02
20121511I-2012-021323, ,9,M,02
2012151412-04244, ,48,M,02
2012151412-24303, ,51,M,02
2012151412-39191, ,51,F,02
2012151412-55162, ,,F,  
2012151412-76694, ,17,F,02
2012151412-77890, ,63,M,02
2012151612-4263,Y,34,M,02
201215172012-809, ,33,F,02
2012152512-266,Y,21,M,02
201215302012-006257, ,33,F,02
2012153312000731, ,34,F,02
2012160212-10478, ,54,F,02
2012160212-15099, ,80,M,02
2012160212-4, ,33,M,02
2012160512-07352, ,70,M,02
2012160512-07499, ,68,M,02
2012160812-85292, ,49,F,02
2012160812-85292, ,59,F,02
201216082012-73724, ,45,F,02
201216106666, ,67,F,02
20121611I-2012-008685, ,45,M,02
2012161212-03113, ,37,M,02
201216132012-000558, ,54,F,02
201216142012004458, ,22,F,02
201216142012006724, ,,M,  
201216142012006724,Y,71,M,02
201218062012-00000852,Y,23,M,02
2012180812041479, ,64,M,02
201218112012-01638, ,46,M,02
20121814I-N2012-016254, ,4,M,02
20121814I-N2012-026264, ,73,M,02
20121820I-2012-014584, ,36,F,02
2012191512NW02235, ,76,F,02
2012192212VT07502, ,, ,  
2012192212VT07502, ,18,F,02
201220012012-001028, ,17,M,02
201220012012-006681,Y,36,F,02
2012200412-10702, ,57,M,02
20122006201214300, ,31,F,02
20122006201215751, ,51,M,02
2012201212-14008, ,,M,02
2012201412-33256, ,36,M,02
2012201812-011737, ,37,F,02
2012201812-011737, ,4,M,03
2012201812-025006, ,76,F,02
2012202012-18520, ,19,M,02
2012210798-12-06345,Y,48,M,02
2012210812-00871, ,69,F,02
2012210812-01329, ,88,F,02
20122119PD-12-4769,Y,8,M,02
